items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index
GC_00005787	1	2	2	0	1.0	1.0	1.0
GC_00005788	1	2	2	0	1.0	1.0	1.0
GC_00005789	1	2	2	0	1.0	1.0	1.0
GC_00005790	1	2	2	0	1.0	1.0	1.0
GC_00005791	1	2	2	0	1.0	1.0	1.0
GC_00005792	1	2	2	0	1.0	1.0	1.0
GC_00005793	1	2	2	0	1.0	1.0	1.0
GC_00005794	1	2	2	0	1.0	1.0	1.0
GC_00005795	1	2	2	0	1.0	1.0	1.0
GC_00005796	1	2	2	0	1.0	1.0	1.0
GC_00005797	1	2	2	0	1.0	1.0	1.0
GC_00005798	1	2	2	0	1.0	1.0	1.0
GC_00005799	1	2	2	0	1.0	1.0	1.0
GC_00005800	1	2	2	0	1.0	1.0	1.0
GC_00005801	1	2	2	0	1.0	1.0	1.0
GC_00005802	1	2	2	0	1.0	1.0	1.0
GC_00005803	1	2	2	0	1.0	1.0	1.0
GC_00005804	1	2	2	0	1.0	1.0	1.0
GC_00005805	1	2	2	0	1.0	1.0	1.0
GC_00005806	1	2	2	0	1.0	1.0	1.0
GC_00005807	1	2	2	0	1.0	1.0	1.0
GC_00005808	1	2	2	0	1.0	1.0	1.0
GC_00005809	1	2	2	0	1.0	1.0	1.0
GC_00005810	1	2	2	0	1.0	1.0	1.0
GC_00005811	1	2	2	0	1.0	1.0	1.0
GC_00005812	1	2	2	0	1.0	1.0	1.0
GC_00005813	1	2	2	0	1.0	1.0	1.0
GC_00005814	1	2	2	0	1.0	1.0	1.0
GC_00005815	1	2	2	0	1.0	1.0	1.0
GC_00005816	1	2	2	0	1.0	1.0	1.0
GC_00005817	1	2	2	0	1.0	1.0	1.0
GC_00005818	1	2	2	0	1.0	1.0	1.0
GC_00005819	1	2	2	0	1.0	1.0	1.0
GC_00005820	1	2	2	0	1.0	1.0	1.0
GC_00005821	1	2	2	0	1.0	1.0	1.0
GC_00005822	1	2	2	0	1.0	1.0	1.0
GC_00005823	1	2	2	0	1.0	1.0	1.0
GC_00005824	1	2	2	0	1.0	1.0	1.0
GC_00005825	1	2	2	0	1.0	1.0	1.0
GC_00005826	1	2	2	0	1.0	1.0	1.0
GC_00005827	1	2	2	0	1.0	1.0	1.0
GC_00005828	1	2	2	0	1.0	1.0	1.0
GC_00005829	1	2	2	0	1.0	1.0	1.0
GC_00005830	1	2	2	0	1.0	1.0	1.0
GC_00005831	1	2	2	0	1.0	1.0	1.0
GC_00005832	1	2	2	0	1.0	1.0	1.0
GC_00005833	1	2	2	0	1.0	1.0	1.0
GC_00005834	1	2	2	0	1.0	1.0	1.0
GC_00005835	1	2	2	0	1.0	1.0	1.0
GC_00005836	1	2	2	0	1.0	1.0	1.0
GC_00005837	1	2	2	0	1.0	1.0	1.0
GC_00005838	1	2	2	0	1.0	1.0	1.0
GC_00005839	1	2	2	0	1.0	1.0	1.0
GC_00005840	1	2	2	0	1.0	1.0	1.0
GC_00005841	1	2	2	0	1.0	1.0	1.0
GC_00005842	1	2	2	0	1.0	1.0	1.0
GC_00005843	1	2	2	0	1.0	1.0	1.0
GC_00005844	1	2	2	0	1.0	1.0	1.0
GC_00005845	1	2	2	0	1.0	1.0	1.0
GC_00005846	1	2	2	0	1.0	1.0	1.0
GC_00005847	1	2	2	0	1.0	1.0	1.0
GC_00005848	1	2	2	0	1.0	1.0	1.0
GC_00005849	1	2	2	0	1.0	1.0	1.0
GC_00005850	1	2	2	0	1.0	1.0	1.0
GC_00005851	1	2	2	0	1.0	1.0	1.0
GC_00005852	1	2	2	0	1.0	1.0	1.0
GC_00005853	1	2	2	0	1.0	1.0	1.0
GC_00005854	1	2	2	0	1.0	1.0	1.0
GC_00005855	1	2	2	0	1.0	1.0	1.0
GC_00005856	1	2	2	0	1.0	1.0	1.0
GC_00005857	1	2	2	0	1.0	1.0	1.0
GC_00005858	1	2	2	0	1.0	1.0	1.0
GC_00005859	1	2	2	0	1.0	1.0	1.0
GC_00005860	1	2	2	0	1.0	1.0	1.0
GC_00005861	1	2	2	0	1.0	1.0	1.0
GC_00005862	1	2	2	0	1.0	1.0	1.0
GC_00005863	1	2	2	0	1.0	1.0	1.0
GC_00005864	1	2	2	0	1.0	1.0	1.0
GC_00005865	1	2	2	0	1.0	1.0	1.0
GC_00005866	1	2	2	0	1.0	1.0	1.0
GC_00005867	1	2	2	0	1.0	1.0	1.0
GC_00005868	1	2	2	0	1.0	1.0	1.0
GC_00005869	1	2	2	0	1.0	1.0	1.0
GC_00005870	1	2	2	0	1.0	1.0	1.0
GC_00005871	1	2	2	0	1.0	1.0	1.0
GC_00005872	1	2	2	0	1.0	1.0	1.0
GC_00005873	1	2	2	0	1.0	1.0	1.0
GC_00005874	1	2	2	0	1.0	1.0	1.0
GC_00005875	1	2	2	0	1.0	1.0	1.0
GC_00005876	1	2	2	0	1.0	1.0	1.0
GC_00005877	1	2	2	0	1.0	1.0	1.0
GC_00005878	1	2	2	0	1.0	1.0	1.0
GC_00005879	1	2	2	0	1.0	1.0	1.0
GC_00005880	1	2	2	0	1.0	1.0	1.0
GC_00005881	1	2	2	0	1.0	1.0	1.0
GC_00005882	1	2	2	0	1.0	1.0	1.0
GC_00005883	1	2	2	0	1.0	1.0	1.0
GC_00005884	1	2	2	0	1.0	1.0	1.0
GC_00005885	1	2	2	0	1.0	1.0	1.0
GC_00005886	1	2	2	0	1.0	1.0	1.0
GC_00005887	1	2	2	0	1.0	1.0	1.0
GC_00005888	1	2	2	0	1.0	1.0	1.0
GC_00005889	1	2	2	0	1.0	1.0	1.0
GC_00005890	1	2	2	0	1.0	1.0	1.0
GC_00005891	1	2	2	0	1.0	1.0	1.0
GC_00005892	1	2	2	0	1.0	1.0	1.0
GC_00005893	1	2	2	0	1.0	1.0	1.0
GC_00005894	1	2	2	0	1.0	1.0	1.0
GC_00005895	1	2	2	0	1.0	1.0	1.0
GC_00005896	1	2	2	0	1.0	1.0	1.0
GC_00005897	1	2	2	0	1.0	1.0	1.0
GC_00005898	1	2	2	0	1.0	1.0	1.0
GC_00005899	1	2	2	0	1.0	1.0	1.0
GC_00005900	1	2	2	0	1.0	1.0	1.0
GC_00005901	1	2	2	0	1.0	1.0	1.0
GC_00005902	1	2	2	0	1.0	1.0	1.0
GC_00005903	1	2	2	0	1.0	1.0	1.0
GC_00005904	1	2	2	0	1.0	1.0	1.0
GC_00005905	1	2	2	0	1.0	1.0	1.0
GC_00005906	1	2	2	0	1.0	1.0	1.0
GC_00005907	1	2	2	0	1.0	1.0	1.0
GC_00005908	1	2	2	0	1.0	1.0	1.0
GC_00005909	1	2	2	0	1.0	1.0	1.0
GC_00005910	1	2	2	0	1.0	1.0	1.0
GC_00005911	1	2	2	0	1.0	1.0	1.0
GC_00005912	1	2	2	0	1.0	1.0	1.0
GC_00005913	1	2	2	0	1.0	1.0	1.0
GC_00005914	1	2	2	0	1.0	1.0	1.0
GC_00005915	1	2	2	0	1.0	1.0	1.0
GC_00005916	1	2	2	0	1.0	1.0	1.0
GC_00005917	1	2	2	0	1.0	1.0	1.0
GC_00005918	1	2	2	0	1.0	1.0	1.0
GC_00005919	1	2	2	0	1.0	1.0	1.0
GC_00005920	1	2	2	0	1.0	1.0	1.0
GC_00005921	1	2	2	0	1.0	1.0	1.0
GC_00005922	1	2	2	0	1.0	1.0	1.0
GC_00005923	1	2	2	0	1.0	1.0	1.0
GC_00005924	1	2	2	0	1.0	1.0	1.0
GC_00005925	1	2	2	0	1.0	1.0	1.0
GC_00005926	1	2	2	0	1.0	1.0	1.0
GC_00005927	1	2	2	0	1.0	1.0	1.0
GC_00005928	1	2	2	0	1.0	1.0	1.0
GC_00005929	1	2	2	0	1.0	1.0	1.0
GC_00005930	1	2	2	0	1.0	1.0	1.0
GC_00005931	1	2	2	0	1.0	1.0	1.0
GC_00005932	1	2	2	0	1.0	1.0	1.0
GC_00005933	1	2	2	0	1.0	1.0	1.0
GC_00005934	1	2	2	0	1.0	1.0	1.0
GC_00005935	1	2	2	0	1.0	1.0	1.0
GC_00005936	1	2	2	0	1.0	1.0	1.0
GC_00005937	1	2	2	0	1.0	1.0	1.0
GC_00005938	1	2	2	0	1.0	1.0	1.0
GC_00005939	1	2	2	0	1.0	1.0	1.0
GC_00005940	1	2	2	0	1.0	1.0	1.0
GC_00005941	1	2	2	0	1.0	1.0	1.0
GC_00005942	1	2	2	0	1.0	1.0	1.0
GC_00005943	1	2	2	0	1.0	1.0	1.0
GC_00005944	1	2	2	0	1.0	1.0	1.0
GC_00005945	1	2	2	0	1.0	1.0	1.0
GC_00005946	1	2	2	0	1.0	1.0	1.0
GC_00005947	1	2	2	0	1.0	1.0	1.0
GC_00005948	1	2	2	0	1.0	1.0	1.0
GC_00005949	1	2	2	0	1.0	1.0	1.0
GC_00005950	1	2	2	0	1.0	1.0	1.0
GC_00005951	1	2	2	0	1.0	1.0	1.0
GC_00005952	1	2	2	0	1.0	1.0	1.0
GC_00005953	1	2	2	0	1.0	1.0	1.0
GC_00005954	1	2	2	0	1.0	1.0	1.0
GC_00005955	1	2	2	0	1.0	1.0	1.0
GC_00005956	1	2	2	0	1.0	1.0	1.0
GC_00005957	1	2	2	0	1.0	1.0	1.0
GC_00005958	1	2	2	0	1.0	1.0	1.0
GC_00005959	1	2	2	0	1.0	1.0	1.0
GC_00005960	1	2	2	0	1.0	1.0	1.0
GC_00005961	1	2	2	0	1.0	1.0	1.0
GC_00005962	1	2	2	0	1.0	1.0	1.0
GC_00005963	1	2	2	0	1.0	1.0	1.0
GC_00005964	1	2	2	0	1.0	1.0	1.0
GC_00005965	1	2	2	0	1.0	1.0	1.0
GC_00005966	1	2	2	0	1.0	1.0	1.0
GC_00005967	1	2	2	0	1.0	1.0	1.0
GC_00005968	1	2	2	0	1.0	1.0	1.0
GC_00005969	1	2	2	0	1.0	1.0	1.0
GC_00005970	1	2	2	0	1.0	1.0	1.0
GC_00005971	1	2	2	0	1.0	1.0	1.0
GC_00005972	1	2	2	0	1.0	1.0	1.0
GC_00005973	1	2	2	0	1.0	1.0	1.0
GC_00005974	1	2	2	0	1.0	1.0	1.0
GC_00005975	1	2	2	0	1.0	1.0	1.0
GC_00005976	1	2	2	0	1.0	1.0	1.0
GC_00005977	1	2	2	0	1.0	1.0	1.0
GC_00005978	1	2	2	0	1.0	1.0	1.0
GC_00005979	1	2	2	0	1.0	1.0	1.0
GC_00005980	1	2	2	0	1.0	1.0	1.0
GC_00005981	1	2	2	0	1.0	1.0	1.0
GC_00005982	1	2	2	0	1.0	1.0	1.0
GC_00005983	1	2	2	0	1.0	1.0	1.0
GC_00005984	1	2	2	0	1.0	1.0	1.0
GC_00005985	1	2	2	0	1.0	1.0	1.0
GC_00005986	1	2	2	0	1.0	1.0	1.0
GC_00005987	1	2	2	0	1.0	1.0	1.0
GC_00005988	1	2	2	0	1.0	1.0	1.0
GC_00005989	1	2	2	0	1.0	1.0	1.0
GC_00005990	1	2	2	0	1.0	1.0	1.0
GC_00005991	1	2	2	0	1.0	1.0	1.0
GC_00005992	1	2	2	0	1.0	1.0	1.0
GC_00005993	1	2	2	0	1.0	1.0	1.0
GC_00005994	1	2	2	0	1.0	1.0	1.0
GC_00005995	1	2	2	0	1.0	1.0	1.0
GC_00005996	1	2	2	0	1.0	1.0	1.0
GC_00005997	1	2	2	0	1.0	1.0	1.0
GC_00005998	1	2	2	0	1.0	1.0	1.0
GC_00005999	1	2	2	0	1.0	1.0	1.0
GC_00006000	1	2	2	0	1.0	1.0	1.0
GC_00006001	1	2	2	0	1.0	1.0	1.0
GC_00006002	1	2	2	0	1.0	1.0	1.0
GC_00006003	1	2	2	0	1.0	1.0	1.0
GC_00006004	1	2	2	0	1.0	1.0	1.0
GC_00006005	1	2	2	0	1.0	1.0	1.0
GC_00006006	1	2	2	0	1.0	1.0	1.0
GC_00006007	1	2	2	0	1.0	1.0	1.0
GC_00006008	1	2	2	0	1.0	1.0	1.0
GC_00006009	1	2	2	0	1.0	1.0	1.0
GC_00006010	1	2	2	0	1.0	1.0	1.0
GC_00006011	1	2	2	0	1.0	1.0	1.0
GC_00006012	1	2	2	0	1.0	1.0	1.0
GC_00006013	1	2	2	0	1.0	1.0	1.0
GC_00006014	1	2	2	0	1.0	1.0	1.0
GC_00006015	1	2	2	0	1.0	1.0	1.0
GC_00006016	1	2	2	0	1.0	1.0	1.0
GC_00006017	1	2	2	0	1.0	1.0	1.0
GC_00006018	1	2	2	0	1.0	1.0	1.0
GC_00006019	1	2	2	0	1.0	1.0	1.0
GC_00006020	1	2	2	0	1.0	1.0	1.0
GC_00006021	1	2	2	0	1.0	1.0	1.0
GC_00006022	1	2	2	0	1.0	1.0	1.0
GC_00006023	1	2	2	0	1.0	1.0	1.0
GC_00006024	1	2	2	0	1.0	1.0	1.0
GC_00006025	1	2	2	0	1.0	1.0	1.0
GC_00006026	1	2	2	0	1.0	1.0	1.0
GC_00006027	1	2	2	0	1.0	1.0	1.0
GC_00006028	1	2	2	0	1.0	1.0	1.0
GC_00006029	1	2	2	0	1.0	1.0	1.0
GC_00006030	1	2	2	0	1.0	1.0	1.0
GC_00006031	1	2	2	0	1.0	1.0	1.0
GC_00006032	1	2	2	0	1.0	1.0	1.0
GC_00006033	1	2	2	0	1.0	1.0	1.0
GC_00006034	1	2	2	0	1.0	1.0	1.0
GC_00006035	1	2	2	0	1.0	1.0	1.0
GC_00006036	1	2	2	0	1.0	1.0	1.0
GC_00006037	1	2	2	0	1.0	1.0	1.0
GC_00006038	1	2	2	0	1.0	1.0	1.0
GC_00006039	1	2	2	0	1.0	1.0	1.0
GC_00006040	1	2	2	0	1.0	1.0	1.0
GC_00006041	1	2	2	0	1.0	1.0	1.0
GC_00006042	1	2	2	0	1.0	1.0	1.0
GC_00006043	1	2	2	0	1.0	1.0	1.0
GC_00006044	1	2	2	0	1.0	1.0	1.0
GC_00006045	1	2	2	0	1.0	1.0	1.0
GC_00006046	1	2	2	0	1.0	1.0	1.0
GC_00006047	1	2	2	0	1.0	1.0	1.0
GC_00006048	1	2	2	0	1.0	1.0	1.0
GC_00006049	1	2	2	0	1.0	1.0	1.0
GC_00006050	1	2	2	0	1.0	1.0	1.0
GC_00006051	1	2	2	0	1.0	1.0	1.0
GC_00006052	1	2	2	0	1.0	1.0	1.0
GC_00006053	1	2	2	0	1.0	1.0	1.0
GC_00006054	1	2	2	0	1.0	1.0	1.0
GC_00006055	1	2	2	0	1.0	1.0	1.0
GC_00006056	1	2	2	0	1.0	1.0	1.0
GC_00006057	1	2	2	0	1.0	1.0	1.0
GC_00006058	1	2	2	0	1.0	1.0	1.0
GC_00006059	1	2	2	0	1.0	1.0	1.0
GC_00006060	1	2	2	0	1.0	1.0	1.0
GC_00006061	1	2	2	0	1.0	1.0	1.0
GC_00006062	1	2	2	0	1.0	1.0	1.0
GC_00006063	1	2	2	0	1.0	1.0	1.0
GC_00006064	1	2	2	0	1.0	1.0	1.0
GC_00006065	1	2	2	0	1.0	1.0	1.0
GC_00006066	1	2	2	0	1.0	1.0	1.0
GC_00006067	1	2	2	0	1.0	1.0	1.0
GC_00006068	1	2	2	0	1.0	1.0	1.0
GC_00006069	1	2	2	0	1.0	1.0	1.0
GC_00006070	1	2	2	0	1.0	1.0	1.0
GC_00006071	1	2	2	0	1.0	1.0	1.0
GC_00006072	1	2	2	0	1.0	1.0	1.0
GC_00006073	1	2	2	0	1.0	1.0	1.0
GC_00006074	1	2	2	0	1.0	1.0	1.0
GC_00006075	1	2	2	0	1.0	1.0	1.0
GC_00006076	1	2	2	0	1.0	1.0	1.0
GC_00006077	1	2	2	0	1.0	1.0	1.0
GC_00006078	1	2	2	0	1.0	1.0	1.0
GC_00006079	1	2	2	0	1.0	1.0	1.0
GC_00006080	1	2	2	0	1.0	1.0	1.0
GC_00006081	1	2	2	0	1.0	1.0	1.0
GC_00006082	1	2	2	0	1.0	1.0	1.0
GC_00006083	1	2	2	0	1.0	1.0	1.0
GC_00006084	1	2	2	0	1.0	1.0	1.0
GC_00006085	1	2	2	0	1.0	1.0	1.0
GC_00006086	1	2	2	0	1.0	1.0	1.0
GC_00006087	1	2	2	0	1.0	1.0	1.0
GC_00006088	1	2	2	0	1.0	1.0	1.0
GC_00006089	1	2	2	0	1.0	1.0	1.0
GC_00006090	1	2	2	0	1.0	1.0	1.0
GC_00006091	1	2	2	0	1.0	1.0	1.0
GC_00006092	1	2	2	0	1.0	1.0	1.0
GC_00006093	1	2	2	0	1.0	1.0	1.0
GC_00006094	1	2	2	0	1.0	1.0	1.0
GC_00006095	1	2	2	0	1.0	1.0	1.0
GC_00006096	1	2	2	0	1.0	1.0	1.0
GC_00006097	1	2	2	0	1.0	1.0	1.0
GC_00006098	1	2	2	0	1.0	1.0	1.0
GC_00006099	1	2	2	0	1.0	1.0	1.0
GC_00006100	1	2	2	0	1.0	1.0	1.0
GC_00006101	1	2	2	0	1.0	1.0	1.0
GC_00006102	1	2	2	0	1.0	1.0	1.0
GC_00006103	1	2	2	0	1.0	1.0	1.0
GC_00006104	1	2	2	0	1.0	1.0	1.0
GC_00006105	1	2	2	0	1.0	1.0	1.0
GC_00006106	1	2	2	0	1.0	1.0	1.0
GC_00006107	1	2	2	0	1.0	1.0	1.0
GC_00006108	1	2	2	0	1.0	1.0	1.0
GC_00006109	1	2	2	0	1.0	1.0	1.0
GC_00006110	1	2	2	0	1.0	1.0	1.0
GC_00006111	1	2	2	0	1.0	1.0	1.0
GC_00006112	1	2	2	0	1.0	1.0	1.0
GC_00006113	1	2	2	0	1.0	1.0	1.0
GC_00006114	1	2	2	0	1.0	1.0	1.0
GC_00006115	1	2	2	0	1.0	1.0	1.0
GC_00006116	1	2	2	0	1.0	1.0	1.0
GC_00006117	1	2	2	0	1.0	1.0	1.0
GC_00006118	1	2	2	0	1.0	1.0	1.0
GC_00006119	1	2	2	0	1.0	1.0	1.0
GC_00006120	1	2	2	0	1.0	1.0	1.0
GC_00006121	1	2	2	0	1.0	1.0	1.0
GC_00006122	1	2	2	0	1.0	1.0	1.0
GC_00006123	1	2	2	0	1.0	1.0	1.0
GC_00006124	1	2	2	0	1.0	1.0	1.0
GC_00006125	1	2	2	0	1.0	1.0	1.0
GC_00006126	1	2	2	0	1.0	1.0	1.0
GC_00006127	1	2	2	0	1.0	1.0	1.0
GC_00006128	1	2	2	0	1.0	1.0	1.0
GC_00006129	1	2	2	0	1.0	1.0	1.0
GC_00006130	1	2	2	0	1.0	1.0	1.0
GC_00006131	1	2	2	0	1.0	1.0	1.0
GC_00006132	1	2	2	0	1.0	1.0	1.0
GC_00006133	1	2	2	0	1.0	1.0	1.0
GC_00006134	1	2	2	0	1.0	1.0	1.0
GC_00006135	1	2	2	0	1.0	1.0	1.0
GC_00006136	1	2	2	0	1.0	1.0	1.0
GC_00006137	1	2	2	0	1.0	1.0	1.0
GC_00006138	1	2	2	0	1.0	1.0	1.0
GC_00006139	1	2	2	0	1.0	1.0	1.0
GC_00006140	1	2	2	0	1.0	1.0	1.0
GC_00006141	1	2	2	0	1.0	1.0	1.0
GC_00006142	1	2	2	0	1.0	1.0	1.0
GC_00006143	1	2	2	0	1.0	1.0	1.0
GC_00006144	1	2	2	0	1.0	1.0	1.0
GC_00006145	1	2	2	0	1.0	1.0	1.0
GC_00006146	1	2	2	0	1.0	1.0	1.0
GC_00006147	1	2	2	0	1.0	1.0	1.0
GC_00006148	1	2	2	0	1.0	1.0	1.0
GC_00006149	1	2	2	0	1.0	1.0	1.0
GC_00006150	1	2	2	0	1.0	1.0	1.0
GC_00006151	1	2	2	0	1.0	1.0	1.0
GC_00006152	1	2	2	0	1.0	1.0	1.0
GC_00006153	1	2	2	0	1.0	1.0	1.0
GC_00006154	1	2	2	0	1.0	1.0	1.0
GC_00006155	1	2	2	0	1.0	1.0	1.0
GC_00006156	1	2	2	0	1.0	1.0	1.0
GC_00006157	1	2	2	0	1.0	1.0	1.0
GC_00006158	1	2	2	0	1.0	1.0	1.0
GC_00006159	1	2	2	0	1.0	1.0	1.0
GC_00006160	1	2	2	0	1.0	1.0	1.0
GC_00006161	1	2	2	0	1.0	1.0	1.0
GC_00006162	1	2	2	0	1.0	1.0	1.0
GC_00006163	1	2	2	0	1.0	1.0	1.0
GC_00006164	1	2	2	0	1.0	1.0	1.0
GC_00006165	1	2	2	0	1.0	1.0	1.0
GC_00006166	1	2	2	0	1.0	1.0	1.0
GC_00006167	1	2	2	0	1.0	1.0	1.0
GC_00006168	1	2	2	0	1.0	1.0	1.0
GC_00006169	1	2	2	0	1.0	1.0	1.0
GC_00006170	1	2	2	0	1.0	1.0	1.0
GC_00006171	1	2	2	0	1.0	1.0	1.0
GC_00006172	1	2	2	0	1.0	1.0	1.0
GC_00006173	1	2	2	0	1.0	1.0	1.0
GC_00006174	1	2	2	0	1.0	1.0	1.0
GC_00006175	1	2	2	0	1.0	1.0	1.0
GC_00006176	1	2	2	0	1.0	1.0	1.0
GC_00006177	1	2	2	0	1.0	1.0	1.0
GC_00006178	1	2	2	0	1.0	1.0	1.0
GC_00006179	1	2	2	0	1.0	1.0	1.0
GC_00006180	1	2	2	0	1.0	1.0	1.0
GC_00006181	1	2	2	0	1.0	1.0	1.0
GC_00006182	1	2	2	0	1.0	1.0	1.0
GC_00006183	1	2	2	0	1.0	1.0	1.0
GC_00006184	1	2	2	0	1.0	1.0	1.0
GC_00006185	1	2	2	0	1.0	1.0	1.0
GC_00006186	1	2	2	0	1.0	1.0	1.0
GC_00006187	1	2	2	0	1.0	1.0	1.0
GC_00006188	1	2	2	0	1.0	1.0	1.0
GC_00006189	1	2	2	0	1.0	1.0	1.0
GC_00006190	1	2	2	0	1.0	1.0	1.0
GC_00006191	1	2	2	0	1.0	1.0	1.0
GC_00006192	1	2	2	0	1.0	1.0	1.0
GC_00006193	1	2	2	0	1.0	1.0	1.0
GC_00006194	1	2	2	0	1.0	1.0	1.0
GC_00006195	1	2	2	0	1.0	1.0	1.0
GC_00006196	1	2	2	0	1.0	1.0	1.0
GC_00006197	1	2	2	0	1.0	1.0	1.0
GC_00006198	1	2	2	0	1.0	1.0	1.0
GC_00006199	1	2	2	0	1.0	1.0	1.0
GC_00006200	1	2	2	0	1.0	1.0	1.0
GC_00006201	1	2	2	0	1.0	1.0	1.0
GC_00006202	1	2	2	0	1.0	1.0	1.0
GC_00006203	1	2	2	0	1.0	1.0	1.0
GC_00006204	1	2	2	0	1.0	1.0	1.0
GC_00006205	1	2	2	0	1.0	1.0	1.0
GC_00006206	1	2	2	0	1.0	1.0	1.0
GC_00006207	1	2	2	0	1.0	1.0	1.0
GC_00006208	1	2	2	0	1.0	1.0	1.0
GC_00006209	1	2	2	0	1.0	1.0	1.0
GC_00006210	1	2	2	0	1.0	1.0	1.0
GC_00006211	1	2	2	0	1.0	1.0	1.0
GC_00006212	1	2	2	0	1.0	1.0	1.0
GC_00006213	1	2	2	0	1.0	1.0	1.0
GC_00006214	1	2	2	0	1.0	1.0	1.0
GC_00006215	1	2	2	0	1.0	1.0	1.0
GC_00006216	1	2	2	0	1.0	1.0	1.0
GC_00006217	1	2	2	0	1.0	1.0	1.0
GC_00006218	1	2	2	0	1.0	1.0	1.0
GC_00006219	1	2	2	0	1.0	1.0	1.0
GC_00006220	1	2	2	0	1.0	1.0	1.0
GC_00006221	1	2	2	0	1.0	1.0	1.0
GC_00006222	1	2	2	0	1.0	1.0	1.0
GC_00006223	1	2	2	0	1.0	1.0	1.0
GC_00006224	1	2	2	0	1.0	1.0	1.0
GC_00006225	1	2	2	0	1.0	1.0	1.0
GC_00006226	1	2	2	0	1.0	1.0	1.0
GC_00006227	1	2	2	0	1.0	1.0	1.0
GC_00006228	1	2	2	0	1.0	1.0	1.0
GC_00006229	1	2	2	0	1.0	1.0	1.0
GC_00006230	1	2	2	0	1.0	1.0	1.0
GC_00006231	1	2	2	0	1.0	1.0	1.0
GC_00006232	1	2	2	0	1.0	1.0	1.0
GC_00006233	1	2	2	0	1.0	1.0	1.0
GC_00006234	1	2	2	0	1.0	1.0	1.0
GC_00006235	1	2	2	0	1.0	1.0	1.0
GC_00006236	1	2	2	0	1.0	1.0	1.0
GC_00006237	1	2	2	0	1.0	1.0	1.0
GC_00006238	1	2	2	0	1.0	1.0	1.0
GC_00006239	1	2	2	0	1.0	1.0	1.0
GC_00006240	1	2	2	0	1.0	1.0	1.0
GC_00006241	1	2	2	0	1.0	1.0	1.0
GC_00006242	1	2	2	0	1.0	1.0	1.0
GC_00006243	1	2	2	0	1.0	1.0	1.0
GC_00006244	1	2	2	0	1.0	1.0	1.0
GC_00006245	1	2	2	0	1.0	1.0	1.0
GC_00006246	1	2	2	0	1.0	1.0	1.0
GC_00006247	1	2	2	0	1.0	1.0	1.0
GC_00006248	1	2	2	0	1.0	1.0	1.0
GC_00006249	1	2	2	0	1.0	1.0	1.0
GC_00006250	1	2	2	0	1.0	1.0	1.0
GC_00006251	1	2	2	0	1.0	1.0	1.0
GC_00006252	1	2	2	0	1.0	1.0	1.0
GC_00006253	1	2	2	0	1.0	1.0	1.0
GC_00006254	1	2	2	0	1.0	1.0	1.0
GC_00006255	1	2	2	0	1.0	1.0	1.0
GC_00006256	1	2	2	0	1.0	1.0	1.0
GC_00006257	1	2	2	0	1.0	1.0	1.0
GC_00006258	1	2	2	0	1.0	1.0	1.0
GC_00006259	1	2	2	0	1.0	1.0	1.0
GC_00006260	1	2	2	0	1.0	1.0	1.0
GC_00006261	1	2	2	0	1.0	1.0	1.0
GC_00006262	1	2	2	0	1.0	1.0	1.0
GC_00006263	1	2	2	0	1.0	1.0	1.0
GC_00006264	1	2	2	0	1.0	1.0	1.0
GC_00006265	1	2	2	0	1.0	1.0	1.0
GC_00006266	1	2	2	0	1.0	1.0	1.0
GC_00006267	1	2	2	0	1.0	1.0	1.0
GC_00006268	1	2	2	0	1.0	1.0	1.0
GC_00006269	1	2	2	0	1.0	1.0	1.0
GC_00006270	1	2	2	0	1.0	1.0	1.0
GC_00006271	1	2	2	0	1.0	1.0	1.0
GC_00006272	1	2	2	0	1.0	1.0	1.0
GC_00006273	1	2	2	0	1.0	1.0	1.0
GC_00006274	1	2	2	0	1.0	1.0	1.0
GC_00006275	1	2	2	0	1.0	1.0	1.0
GC_00006276	1	2	2	0	1.0	1.0	1.0
GC_00006277	1	2	2	0	1.0	1.0	1.0
GC_00006278	1	2	2	0	1.0	1.0	1.0
GC_00006279	1	2	2	0	1.0	1.0	1.0
GC_00006280	1	2	2	0	1.0	1.0	1.0
GC_00006281	1	2	2	0	1.0	1.0	1.0
GC_00006282	1	2	2	0	1.0	1.0	1.0
GC_00006283	1	2	2	0	1.0	1.0	1.0
GC_00006284	1	2	2	0	1.0	1.0	1.0
GC_00006285	1	2	2	0	1.0	1.0	1.0
GC_00006286	1	2	2	0	1.0	1.0	1.0
GC_00006287	1	2	2	0	1.0	1.0	1.0
GC_00006288	1	2	2	0	1.0	1.0	1.0
GC_00006289	1	2	2	0	1.0	1.0	1.0
GC_00006290	1	2	2	0	1.0	1.0	1.0
GC_00006291	1	2	2	0	1.0	1.0	1.0
GC_00006292	1	2	2	0	1.0	1.0	1.0
GC_00006293	1	2	2	0	1.0	1.0	1.0
GC_00006294	1	2	2	0	1.0	1.0	1.0
GC_00006295	1	2	2	0	1.0	1.0	1.0
GC_00006296	1	2	2	0	1.0	1.0	1.0
GC_00006297	1	2	2	0	1.0	1.0	1.0
GC_00006298	1	2	2	0	1.0	1.0	1.0
GC_00006299	1	2	2	0	1.0	1.0	1.0
GC_00006300	1	2	2	0	1.0	1.0	1.0
GC_00006301	1	2	2	0	1.0	1.0	1.0
